,fighter_name,Height,Weight,Reach,Stance,DOB
145,Allen Crowder,"6' 3""",245 lbs.,"76""",Orthodox,"Nov 08, 1989"
146,Alonzo Martinez,"5' 10""",155 lbs.,"76""",Orthodox,"Apr 22, 1984"
147,Alonzo Menifield,"6' 0""",205 lbs.,"76""",Orthodox,"Oct 18, 1987"
148,Alptekin Ozkilic,"5' 5""",125 lbs.,"65""",Orthodox,"Mar 27, 1986"
149,Alton Cunningham,"6' 2""",205 lbs.,"77""",Orthodox,"Jun 24, 1993"
150,Alton Meeks,"6' 5""",265 lbs.,"75""",Orthodox,"Apr 05, 1994"
151,Alvaro Herrera,"6' 0""",155 lbs.,"74""",Orthodox,"May 14, 1990"
152,Alvin Cacdac,"5' 6""",125 lbs.,"68""",Orthodox,"Jul 16, 1982"
153,Alvin Robinson,"5' 9""",155 lbs.,"68""",Southpaw,"Jul 16, 1982"
154,Amador Ramirez,"5' 3""",135 lbs.,"64""",Switch,"Jun 14, 1990"
155,Amanda Cooper,"5' 3""",115 lbs.,"64""",Switch,"Oct 22, 1991"
156,Amanda Lemos,"5' 4""",135 lbs.,"65""",Southpaw,"May 22, 1987"
157,Amanda Nunes,"5' 8""",145 lbs.,"69""",Orthodox,"May 30, 1988"
158,Amanda Ribas,"5' 4""",115 lbs.,"74""",Orthodox,"Aug 26, 1993"
159,Amar Suloev,"5' 9""",183 lbs.,"74""",Orthodox,"Jul 01, 1976"
160,Amaury Bitetti,"5' 9""",185 lbs.,"74""",Orthodox,"Aug 08, 1988"
161,Amber Tackett,"6' 0""",115 lbs.,"74""",Southpaw,"Aug 08, 1988"
162,Amilcar Alves,"6' 0""",170 lbs.,"74""",Southpaw,"Aug 08, 1988"
163,Amir Aliakbari,"6' 3""",250 lbs.,"74""",Orthodox,"Jun 10, 1984"
164,Amir Rahnavardi,"6' 0""",205 lbs.,"74""",Orthodox,"Dec 07, 1974"
165,Amir Sadollah,"5' 10""",170 lbs.,"74""",Orthodox,"Aug 27, 1980"
166,An Ying Wang,"6' 0""",170 lbs.,"70""",Orthodox,"Apr 04, 1991"
167,Anatoly Tokov,"5' 10""",185 lbs.,"70""",Orthodox,"Feb 17, 1990"
168,Anderson Dos Santos,"5' 5""",135 lbs.,"70""",Orthodox,"Jul 24, 1985"
169,Anderson Silva,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975"
170,Andre Amado,"6' 0""",154 lbs.,"75""",Orthodox,"Jan 21, 1988"
171,Andre Ewell,"5' 8""",135 lbs.,"75""",Southpaw,"Jan 21, 1988"
172,Andre Fili,"5' 11""",145 lbs.,"74""",Orthodox,"Jun 25, 1990"
173,Andre Galvao,"5' 7""",168 lbs.,"70""",Orthodox,"Sep 29, 1982"
174,Andre Gusmao,"6' 0""",205 lbs.,"70""",Orthodox,"May 19, 1977"
175,Andre Muniz,"6' 2""",185 lbs.,"70""",Southpaw,"Feb 17, 1990"
176,Andre Mussi,"6' 3""",242 lbs.,"70""",Orthodox,"Mar 22, 1967"
177,Andre Pederneiras,"5' 8""",155 lbs.,"70""",Orthodox,"Mar 22, 1967"
178,Andre Roberts,"6' 2""",345 lbs.,"70""",Orthodox,"Feb 24, 1965"
179,Andre Santos,"6' 0""",170 lbs.,"70""",Orthodox,"Oct 23, 1988"
180,Andre Soukhamthath,"5' 9""",135 lbs.,"70""",Orthodox,"Oct 23, 1988"
181,Andre Walker,"5' 11""",205 lbs.,"73""",Southpaw,"Nov 09, 1981"
182,Andre Winner,"5' 11""",155 lbs.,"73""",Orthodox,"Nov 09, 1981"
183,Andrea Lee,"5' 6""",125 lbs.,"69""",Orthodox,"Feb 11, 1989"
184,Andreas Spang,"6' 1""",185 lbs.,"73""",Orthodox,"Nov 07, 1978"
185,Andreas Stahl,"5' 11""",170 lbs.,"73""",Orthodox,"May 20, 1988"
186,Andrei Arlovski,"6' 3""",240 lbs.,"77""",Orthodox,"Feb 04, 1979"
187,Andrei Kopylov,"6' 2""",265 lbs.,"76""",Orthodox,"Jul 16, 1965"
188,Andrei Semenov,"6' 0""",185 lbs.,"76""",Orthodox,"Jun 17, 1977"
189,Andrew Craig,"6' 1""",170 lbs.,"76""",Orthodox,"Jan 15, 1986"
190,Andrew Holbrook,"5' 11""",155 lbs.,"70""",Southpaw,"Feb 06, 1986"
191,Andrew Montanez,"6' 1""",185 lbs.,"74""",Orthodox,"Apr 08, 1988"
192,Andrew Ramm,"6' 1""",160 lbs.,"74""",Orthodox,"Apr 08, 1988"
193,Andrew Sanchez,"6' 1""",185 lbs.,"74""",Orthodox,"Apr 08, 1988"
194,Andrew Todhunter,"6' 0""",185 lbs.,"72""",Switch,"Nov 30, 1987"
195,Andrew Valladerez,"6' 1""",135 lbs.,"78""",Orthodox,"Mar 12, 1983"
196,Andrews Nakahara,"6' 1""",185 lbs.,"78""",Orthodox,"Mar 12, 1983"
197,Andrey Koreshkov,"6' 0""",170 lbs.,"78""",Orthodox,"Aug 23, 1990"
198,Andy Anderson,"5' 6""",240 lbs.,"78""",Orthodox,"Jul 16, 1974"
199,Andy Enz,"6' 3""",185 lbs.,"78""",Orthodox,"Aug 15, 1991"
200,Andy Murad,"5' 9""",185 lbs.,"69""",Orthodox,"Feb 16, 1989"
201,Andy Ogle,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 16, 1989"
202,Andy Ologun,"6' 0""",154 lbs.,"64""",Orthodox,"Jun 12, 1983"
203,Andy Uhrich,"6' 0""",170 lbs.,"64""",Orthodox,"May 28, 1977"
204,Andy Wang,"5' 6""",155 lbs.,"64""",Orthodox,"May 28, 1977"
205,Andy Waters,"6' 0""",170 lbs.,"64""",Orthodox,"May 28, 1985"
206,Angel De Anda,"5' 9""",225 lbs.,"64""",Orthodox,"May 28, 1985"
207,Angela Hill,"5' 3""",115 lbs.,"64""",Orthodox,"Jan 12, 1985"
208,Angela Magana,"5' 1""",115 lbs.,"65""",Orthodox,"Aug 02, 1983"
209,Angelo Antonio,"5' 11""",205 lbs.,"65""",Orthodox,"Jun 10, 1993"
210,Angelo Trevino,"5' 11""",170 lbs.,"65""",Switch,"Jun 10, 1993"
211,Anistavio Medeiros,"5' 6""",145 lbs.,"65""",Orthodox,"May 01, 1988"
212,Anna Elmose,"5' 3""",115 lbs.,"65""",Orthodox,"Oct 06, 1984"
213,Ansar Chalangov,"5' 9""",170 lbs.,"77""",Orthodox,"Oct 30, 1979"
214,Anthony Adams,"6' 0""",185 lbs.,"77""",Orthodox,"Jan 13, 1988"
215,Anthony Alves,"5' 7""",145 lbs.,"69""",Orthodox,"Dec 29, 1988"
216,Anthony Avila,"5' 7""",145 lbs.,"69""",Orthodox,"Dec 29, 1988"
217,Anthony Birchak,"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986"
218,Anthony Christodoulou,"5' 9""",155 lbs.,"72""",Orthodox,"Jul 30, 1987"
219,Anthony Do,"5' 4""",125 lbs.,"76""",Orthodox,"Apr 14, 1980"
220,Anthony Figueroa,"5' 4""",135 lbs.,"76""",Orthodox,"Apr 14, 1980"
221,Anthony Hamilton,"6' 5""",260 lbs.,"76""",Orthodox,"Apr 14, 1980"
222,Anthony Hernandez,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 18, 1993"
223,Anthony Johnson,"6' 2""",205 lbs.,"78""",Orthodox,"Mar 06, 1984"
224,Anthony Lapsley,"5' 9""",170 lbs.,"71""",Southpaw,"Feb 13, 1980"
225,Anthony Leone,"5' 6""",135 lbs.,"75""",Orthodox,"May 27, 1987"
226,Anthony Macias,"5' 9""",185 lbs.,"75""",Switch,"Mar 29, 1984"
227,Anthony Morrison,"5' 7""",145 lbs.,"75""",Orthodox,"Mar 29, 1984"
228,Anthony Njokuani,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 01, 1980"
229,Anthony Perosh,"6' 3""",205 lbs.,"75""",Orthodox,"Oct 05, 1972"
230,Anthony Pettis,"5' 10""",170 lbs.,"72""",Orthodox,"Jan 27, 1987"
231,Anthony Rocco Martin,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 11, 1989"
232,Anthony Ruiz,"6' 2""",205 lbs.,"76""",Orthodox,"Nov 03, 1977"
233,Anthony Smith,"6' 4""",205 lbs.,"76""",Orthodox,"Jul 26, 1988"
234,Anthony Taylor,"5' 7""",145 lbs.,"72""",Orthodox,"Jul 31, 1978"
235,Anthony Torres,"5' 8""",170 lbs.,"72""",Orthodox,"Jul 31, 1978"
236,Anton Berzin,"6' 2""",205 lbs.,"72""",Orthodox,"Sep 29, 1989"
237,Anton Kuivanen,"5' 8""",155 lbs.,"72""",Orthodox,"May 01, 1984"
238,Anton Zafir,"5' 11""",170 lbs.,"72""",Orthodox,"May 10, 1987"
239,Antoni Hardonk,"6' 4""",245 lbs.,"78""",Orthodox,"Feb 05, 1976"
240,Antonina Shevchenko,"5' 8""",125 lbs.,"67""",Southpaw,"Nov 20, 1984"
241,Antonio Arroyo,"6' 0""",185 lbs.,"63""",Orthodox,"Jul 01, 1989"
242,Antonio Banuelos,"5' 5""",135 lbs.,"63""",Orthodox,"Sep 23, 1979"
243,Antonio Braga Neto,"6' 3""",185 lbs.,"77""",Orthodox,"Oct 29, 1987"
244,Antonio Carlos Junior,"6' 2""",185 lbs.,"79""",Orthodox,"Mar 16, 1990"
245,Antonio Carvalho,"5' 9""",145 lbs.,"68""",Orthodox,"May 30, 1979"
246,Antonio Dos Santos,"5' 10""",185 lbs.,"72""",Orthodox,"Jul 21, 1988"
247,Antonio Duarte,"5' 7""",135 lbs.,"77""",Orthodox,"Apr 12, 1985"
248,Antonio Jones,"5' 11""",185 lbs.,"77""",Orthodox,"Apr 12, 1985"
249,Antonio McKee,"5' 8""",155 lbs.,"77""",Southpaw,"Mar 12, 1970"
250,Antonio Mendes,"6' 3""",205 lbs.,"77""",Southpaw,"Apr 19, 1981"
251,Antonio Schembri,"5' 9""",205 lbs.,"80""",Orthodox,"Jun 01, 1974"
252,Antonio Silva,"6' 4""",264 lbs.,"80""",Orthodox,"Sep 14, 1979"
253,Antonio Trocoli,"6' 5""",205 lbs.,"77""",Orthodox,"Dec 06, 1990"
254,Antony Rea,"6' 0""",205 lbs.,"77""",Orthodox,"Jul 15, 1976"
255,Antwain Britt,"6' 1""",205 lbs.,"77""",Orthodox,"May 09, 1978"
256,Ariane Lipski,"5' 3""",125 lbs.,"67""",Orthodox,"Jan 26, 1994"
257,Ariel Beck,"5' 6""",125 lbs.,"66""",Orthodox,"Sep 16, 1990"
258,Ariel Gandulla,"5' 11""",205 lbs.,"75""",Orthodox,"May 07, 1968"
259,Arjan Bhullar,"6' 1""",245 lbs.,"75""",Orthodox,"May 13, 1986"
260,Arlene Blencowe,"5' 5""",145 lbs.,"72""",Orthodox,"Apr 11, 1983"
261,Arman Tsarukyan,"5' 7""",155 lbs.,"72""",Orthodox,"Oct 11, 1996"
262,Armando Villarreal,"5' 7""",145 lbs.,"70""",Southpaw,"Aug 08, 1989"
263,Arnold Allen,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 22, 1994"
264,Art Arciniega,"5' 8""",145 lbs.,"65""",Orthodox,"Oct 15, 1981"
265,Art Jimmerson,"6' 1""",196 lbs.,"65""",Orthodox,"Aug 04, 1963"
266,Art Santore,"6' 2""",185 lbs.,"65""",Southpaw,"Oct 26, 1972"
267,Artem Frolov,"5' 10""",185 lbs.,"65""",Southpaw,"Sep 07, 1991"
268,Artem Lobov,"5' 9""",145 lbs.,"65""",Southpaw,"Aug 11, 1986"
269,Artenus Young,"5' 7""",205 lbs.,"67""",Orthodox,"Jul 16, 1980"
270,Artur Oumakhanov,"5' 7""",154 lbs.,"67""",Orthodox,"Feb 27, 1979"
271,Asbel Cancio,"5' 10""",225 lbs.,"67""",Southpaw,"Nov 17, 1976"
272,Ashe Bowman,"5' 9""",155 lbs.,"67""",Southpaw,"Nov 17, 1976"
273,Ashkan Mokhtarian,"5' 6""",125 lbs.,"67""",Southpaw,"Sep 15, 1985"
274,Ashlee Evans-Smith,"5' 8""",125 lbs.,"67""",Orthodox,"Jul 09, 1987"
275,Ashley Yoder,"5' 7""",115 lbs.,"69""",Southpaw,"Oct 20, 1987"
276,Aspen Ladd,"5' 6""",135 lbs.,"66""",Orthodox,"Mar 01, 1995"
277,Assuerio Silva,"5' 10""",241 lbs.,"65""",Orthodox,"Jun 18, 1974"
278,Atsushi Yamamoto,"5' 6""",139 lbs.,"65""",Orthodox,"Oct 02, 1980"
279,Augusto Mendes,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 03, 1983"
280,Augusto Montano,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 25, 1984"
281,Augusto Sakai,"6' 3""",265 lbs.,"77""",Orthodox,"May 09, 1991"
282,Aurelijus Kerpe,"6' 6""",245 lbs.,"80""",Orthodox,"Nov 09, 1987"
283,Austen Lane,"6' 6""",245 lbs.,"80""",Orthodox,"Nov 09, 1987"
284,Austin Arnett,"6' 0""",145 lbs.,"72""",Orthodox,"Oct 22, 1991"
285,Austin Hubbard,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 22, 1991"
286,Austin Springer,"5' 8""",145 lbs.,"71""",Orthodox,"May 12, 1987"
287,Austin Tweedy,"5' 9""",155 lbs.,"68""",Orthodox,"Sep 25, 1990"
288,Austin Vanderford,"5' 11""",170 lbs.,"74""",Orthodox,"Mar 21, 1990"
289,Azamat Gashimov,"5' 6""",125 lbs.,"66""",Orthodox,"Apr 07, 1990"
290,Azamat Murzakanov,"5' 11""",205 lbs.,"70""",Orthodox,"Dec 13, 1978"
291,BJ Penn,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 13, 1978"
292,Bao Quach,"5' 3""",145 lbs.,"65""",Orthodox,"Sep 04, 1979"
293,Barb Honchak,"5' 4""",125 lbs.,"65""",Orthodox,"Aug 30, 1979"
294,Bart Palaszewski,"5' 9""",145 lbs.,"70""",Orthodox,"May 30, 1983"
295,Bartosz Fabinski,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 26, 1986"
296,Baru Harn,"6' 1""",265 lbs.,"74""",Orthodox,"Feb 24, 1965"
297,Bas Rutten,"6' 1""",205 lbs.,"74""",Orthodox,"Feb 24, 1965"
